binomial,valid,Order,suborder,Family,length,lengthmeasure,conversion,intercept,slope,logmass,mass,intree,nameintree
Amphisbaena polystegum,yes,Squamata,Amphisbaenia,Amphisbaenidae,470.1,SVL,Amphisbaenidae,-8.647,4.007,2.06,114.9,yes,Leposternon polystegum
Amphisbaena fuliginosa,yes,Squamata,Amphisbaenia,Amphisbaenidae,500.0,SVL,Amphisbaenidae,-8.647,4.007,2.17,147.2,yes,Amphisbaena fuliginosa
Amphisbaena scutigerum,yes,Squamata,Amphisbaenia,Amphisbaenidae,500.0,SVL,Amphisbaenidae,-8.647,4.007,2.17,147.2,no,NA
Monopeltis adercae,yes,Squamata,Amphisbaenia,Amphisbaenidae,510.0,SVL,Amphisbaenidae,-8.647,4.007,2.20,159.3,no,NA
Dalophia longicauda,yes,Squamata,Amphisbaenia,Amphisbaenidae,520.0,SVL,Amphisbaenidae,-8.647,4.007,2.24,172.2,no,NA
Amphisbaena camura,yes,Squamata,Amphisbaenia,Amphisbaenidae,535.0,SVL,Amphisbaenidae,-8.647,4.007,2.29,193.0,yes,Amphisbaena camura
Amphisbaena cunhai,yes,Squamata,Amphisbaenia,Amphisbaenidae,550.0,SVL,Amphisbaenidae,-8.647,4.007,2.33,215.6,yes,Amphisbaena cunhai
Amphisbaena microcephalum,yes,Squamata,Amphisbaenia,Amphisbaenidae,550.0,SVL,Amphisbaenidae,-8.647,4.007,2.33,215.6,yes,Leposternon microcephalum
Dalophia pistillum,yes,Squamata,Amphisbaenia,Amphisbaenidae,560.0,SVL,Amphisbaenidae,-8.647,4.007,2.36,231.7,no,NA
Amphisbaena bolivica,yes,Squamata,Amphisbaenia,Amphisbaenidae,569.0,SVL,Amphisbaenidae,-8.647,4.007,2.39,247.0,yes,Amphisbaena bolivica
Monopeltis remaclei,yes,Squamata,Amphisbaenia,Amphisbaenidae,580.0,SVL,Amphisbaenidae,-8.647,4.007,2.43,266.7,no,NA
Amphisbaena infraorbitale,yes,Squamata,Amphisbaenia,Amphisbaenidae,635.0,SVL,Amphisbaenidae,-8.647,4.007,2.58,383.5,yes,Leposternon infraorbitale
Monopeltis jugularis,yes,Squamata,Amphisbaenia,Amphisbaenidae,640.0,SVL,Amphisbaenidae,-8.647,4.007,2.60,395.7,no,NA
Monopeltis schoutedeni,yes,Squamata,Amphisbaenia,Amphisbaenidae,660.0,SVL,Amphisbaenidae,-8.647,4.007,2.65,447.6,no,NA
Dalophia gigantea,yes,Squamata,Amphisbaenia,Amphisbaenidae,705.0,SVL,Amphisbaenidae,-8.647,4.007,2.77,583.0,no,NA
Amphisbaena alba,yes,Squamata,Amphisbaenia,Amphisbaenidae,810.0,SVL,Amphisbaenidae,-8.647,4.007,3.01,1016.9,yes,Amphisbaena alba
Amphisbaena acrobeles,yes,Squamata,Amphisbaenia,Amphisbaenidae,"known from a single, mutilated, specimen",NA,NA,NA,NA,NA,NA,no,NA
Sphenodon punctatus,yes,Rhynchocephalia,Rhynchocephalia,Sphenodontidae,285.0,SVL,Derived from mass directly,NA,NA,3.01,1020.0,yes,Sphenodon punctatus
Sphaerodactylus elasmorhynchus,yes,Squamata,Sauria,Sphaerodactylidae,17.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.90,0.1,no,NA
Sphaerodactylus ariasae,yes,Squamata,Sauria,Sphaerodactylidae,17.9,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.84,0.1,no,NA
Sphaerodactylus parthenopion,yes,Squamata,Sauria,Sphaerodactylidae,18.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.83,0.1,no,NA
Paracontias fasika,yes,Squamata,Sauria,Scincidae,33.6,SVL,Limbless lizards,-4.207,2.300,-0.70,0.2,no,NA
Sphaerodactylus omoglaux,yes,Squamata,Sauria,Sphaerodactylidae,20.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.69,0.2,no,NA
Sphaerodactylus schwartzi,yes,Squamata,Sauria,Sphaerodactylidae,20.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.69,0.2,yes,Sphaerodactylus schwartzi
Scincella macrotis,yes,Squamata,Sauria,Scincidae,24.0,SVL,Legged Scincidae,-5.125,3.229,-0.67,0.2,no,NA
Pseudogonatodes barbouri,yes,Squamata,Sauria,Sphaerodactylidae,20.5,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.66,0.2,no,NA
Procellosaurinus tetradactylus,yes,Squamata,Sauria,Gymnophthalmidae,27.5,SVL,leg_reduced lizards,-4.207,2.472,-0.65,0.2,yes,Procellosaurinus tetradactylus
Lepidoblepharis montecanoensis,yes,Squamata,Sauria,Sphaerodactylidae,21.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.63,0.2,no,NA
Sphaerodactylus nycteropus,yes,Squamata,Sauria,Sphaerodactylidae,21.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.63,0.2,no,NA
Afroablepharus wilsoni,yes,Squamata,Sauria,Scincidae,25.0,SVL,Legged Scincidae,-5.125,3.229,-0.61,0.2,no,NA
Lepidoblepharis miyatai,yes,Squamata,Sauria,Sphaerodactylidae,22.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.57,0.3,no,NA
Sphaerodactylus cryphius,yes,Squamata,Sauria,Sphaerodactylidae,22.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.57,0.3,yes,Sphaerodactylus cryphius
Sphaerodactylus plummeri,yes,Squamata,Sauria,Sphaerodactylidae,22.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.57,0.3,no,NA
Sphaerodactylus williamsi,yes,Squamata,Sauria,Sphaerodactylidae,22.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.57,0.3,no,NA
Brookesia micra,yes,Squamata,Sauria,Chamaeleonidae,19.9,SVL,Chamaeleonidae,-3.997,2.680,-0.52,0.3,no,NA
Lepidoblepharis buchwaldi,yes,Squamata,Sauria,Sphaerodactylidae,23.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.51,0.3,no,NA
Sphaerodactylus perissodactylius,yes,Squamata,Sauria,Sphaerodactylidae,23.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.51,0.3,no,NA
Lerista separanda,yes,Squamata,Sauria,Scincidae,32.0,SVL,leg_reduced lizards,-4.207,2.472,-0.49,0.3,no,NA
Lygodactylus broadleyi,yes,Squamata,Sauria,Gekkonidae,23.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.48,0.3,no,NA
Paracontias milloti,yes,Squamata,Sauria,Scincidae,42.0,SVL,Limbless lizards,-4.207,2.300,-0.47,0.3,no,NA
Coleodactylus natalensis,yes,Squamata,Sauria,Sphaerodactylidae,24.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.46,0.3,yes,Coleodactylus natalensis
Pseudogonatodes gasconi,yes,Squamata,Sauria,Sphaerodactylidae,24.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.46,0.3,no,NA
Sphaerodactylus bromeliarum,yes,Squamata,Sauria,Sphaerodactylidae,24.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.46,0.3,no,NA
Sphaerodactylus exsul,yes,Squamata,Sauria,Sphaerodactylidae,24.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.46,0.3,no,NA
Sphaerodactylus parvus,yes,Squamata,Sauria,Sphaerodactylidae,24.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.46,0.3,yes,Sphaerodactylus parvus
Saproscincus tetradactylus,yes,Squamata,Sauria,Scincidae,33.0,SVL,leg_reduced lizards,-4.207,2.472,-0.45,0.4,yes,Saproscincus tetradactylus
Menetia maini,yes,Squamata,Sauria,Scincidae,28.0,SVL,Legged Scincidae,-5.125,3.229,-0.45,0.4,no,NA
Panaspis tancredi,yes,Squamata,Sauria,Scincidae,28.0,SVL,Legged Scincidae,-5.125,3.229,-0.45,0.4,no,NA
Pygmaeascincus koshlandae,yes,Squamata,Sauria,Scincidae,28.0,SVL,Legged Scincidae,-5.125,3.229,-0.45,0.4,no,NA
Lygodactylus roavolana,yes,Squamata,Sauria,Gekkonidae,23.6,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.45,0.4,no,NA
Ebenavia maintimainty,yes,Squamata,Sauria,Gekkonidae,24.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.43,0.4,no,NA
Brookesia tuberculata,yes,Squamata,Sauria,Chamaeleonidae,21.7,SVL,Chamaeleonidae,-3.997,2.680,-0.42,0.4,yes,Brookesia tuberculata
Lepidoblepharis microlepis,yes,Squamata,Sauria,Sphaerodactylidae,25.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.41,0.4,no,NA
Sphaerodactylus cricoderus,yes,Squamata,Sauria,Sphaerodactylidae,25.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.41,0.4,yes,Sphaerodactylus cricoderus
Sphaerodactylus epiurus,yes,Squamata,Sauria,Sphaerodactylidae,25.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.41,0.4,no,NA
Sphaerodactylus gaigeae,yes,Squamata,Sauria,Sphaerodactylidae,25.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.41,0.4,yes,Sphaerodactylus gaigeae
Sphaerodactylus nicholsi,yes,Squamata,Sauria,Sphaerodactylidae,25.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.41,0.4,yes,Sphaerodactylus nicholsi
Sphaerodactylus phyzacinus,yes,Squamata,Sauria,Sphaerodactylidae,25.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.41,0.4,no,NA
Madascincus nanus,yes,Squamata,Sauria,Scincidae,29.0,SVL,Legged Scincidae,-5.125,3.229,-0.40,0.4,yes,Amphiglossus nanus
Menetia alanae,yes,Squamata,Sauria,Scincidae,29.0,SVL,Legged Scincidae,-5.125,3.229,-0.40,0.4,yes,Menetia alanae
Menetia amaura,yes,Squamata,Sauria,Scincidae,29.0,SVL,Legged Scincidae,-5.125,3.229,-0.40,0.4,no,NA
Pygmaeascincus timlowi,yes,Squamata,Sauria,Scincidae,29.0,SVL,Legged Scincidae,-5.125,3.229,-0.40,0.4,yes,Menetia timlowi
Gymnophthalmus cryptus,yes,Squamata,Sauria,Gymnophthalmidae,28.0,SVL,Legged Gymnophthalmidae,-5.178,3.302,-0.40,0.4,yes,Gymnophthalmus cryptus
Eroticoscincus graciloides,yes,Squamata,Sauria,Scincidae,35.0,SVL,leg_reduced lizards,-4.207,2.472,-0.39,0.4,no,NA
Cnemaspis yercaudensis,yes,Squamata,Sauria,Gekkonidae,29.7,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.39,0.4,no,NA
Brookesia confidens,yes,Squamata,Sauria,Chamaeleonidae,22.6,SVL,Chamaeleonidae,-3.997,2.680,-0.37,0.4,no,NA
Lerista ingrami,yes,Squamata,Sauria,Scincidae,36.0,SVL,leg_reduced lizards,-4.207,2.472,-0.36,0.4,yes,Lerista ingrami
Lerista talpina,yes,Squamata,Sauria,Scincidae,36.0,SVL,leg_reduced lizards,-4.207,2.472,-0.36,0.4,no,NA
Scelotes bicolor,yes,Squamata,Sauria,Scincidae,36.0,SVL,leg_reduced lizards,-4.207,2.472,-0.36,0.4,no,NA
Sphenomorphus tetradactylus,yes,Squamata,Sauria,Scincidae,36.0,SVL,leg_reduced lizards,-4.207,2.472,-0.36,0.4,no,NA
Sphaerodactylus streptophorus,yes,Squamata,Sauria,Sphaerodactylidae,26.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.36,0.4,no,NA
Lygisaurus abscondita,yes,Squamata,Sauria,Scincidae,30.0,SVL,Legged Scincidae,-5.125,3.229,-0.36,0.4,yes,Lygisaurus abscondita
Pygmaeascincus sadlieri,yes,Squamata,Sauria,Scincidae,30.0,SVL,Legged Scincidae,-5.125,3.229,-0.36,0.4,no,NA
Sphenomorphus grandisonae,yes,Squamata,Sauria,Scincidae,30.0,SVL,Legged Scincidae,-5.125,3.229,-0.36,0.4,no,NA
Sphenomorphus perhentianensis,yes,Squamata,Sauria,Scincidae,30.0,SVL,Legged Scincidae,-5.125,3.229,-0.36,0.4,no,NA
Brookesia dentata,yes,Squamata,Sauria,Chamaeleonidae,23.0,SVL,Chamaeleonidae,-3.997,2.680,-0.35,0.4,yes,Brookesia dentata
Sphaerodactylus guanajae,yes,Squamata,Sauria,Sphaerodactylidae,26.2,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.35,0.5,no,NA
Lygodactylus insularis,yes,Squamata,Sauria,Gekkonidae,26.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.34,0.5,no,NA
Microgecko latifi,yes,Squamata,Sauria,Gekkonidae,26.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.34,0.5,no,NA
Nactus sphaerodactylodes,yes,Squamata,Sauria,Gekkonidae,26.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.34,0.5,no,NA
Janetaescincus veseyfitzgeraldi,yes,Squamata,Sauria,Scincidae,37.0,SVL,leg_reduced lizards,-4.207,2.472,-0.33,0.5,yes,Janetaescincus veseyfitzgeraldi
Coleodactylus brachystoma,yes,Squamata,Sauria,Sphaerodactylidae,26.9,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.31,0.5,yes,Coleodactylus brachystoma
Hemidactylus matschiei,yes,Squamata,Sauria,Gekkonidae,26.5,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.31,0.5,no,NA
Menetia concinna,yes,Squamata,Sauria,Scincidae,31.0,SVL,Legged Scincidae,-5.125,3.229,-0.31,0.5,no,NA
Pristurus simonettai,yes,Squamata,Sauria,Sphaerodactylidae,27.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.31,0.5,no,NA
Sphaerodactylus gilvitorques,yes,Squamata,Sauria,Sphaerodactylidae,27.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.31,0.5,no,NA
Sphaerodactylus ladae,yes,Squamata,Sauria,Sphaerodactylidae,27.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.31,0.5,no,NA
Brookesia tristis,yes,Squamata,Sauria,Chamaeleonidae,23.8,SVL,Chamaeleonidae,-3.997,2.680,-0.31,0.5,no,NA
Cnemaspis podihuna,yes,Squamata,Sauria,Gekkonidae,26.6,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.31,0.5,yes,Cnemaspis podihuna
Amphiglossus andranovahensis,yes,Squamata,Sauria,Scincidae,38.0,SVL,leg_reduced lizards,-4.207,2.472,-0.30,0.5,no,NA
Amapasaurus tetradactylus,yes,Squamata,Sauria,Gymnophthalmidae,30.0,SVL,Legged Gymnophthalmidae,-5.178,3.302,-0.30,0.5,no,NA
Paracontias hildebrandti,yes,Squamata,Sauria,Scincidae,50.0,SVL,Limbless lizards,-4.207,2.300,-0.30,0.5,yes,Paracontias hildebrandti
Gonatodes naufragus,yes,Squamata,Sauria,Sphaerodactylidae,27.2,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.30,0.5,no,NA
Lygodactylus decaryi,yes,Squamata,Sauria,Gekkonidae,27.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.29,0.5,no,NA
Lygodactylus manni,yes,Squamata,Sauria,Gekkonidae,27.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.29,0.5,no,NA
Coleodactylus elizae,yes,Squamata,Sauria,Sphaerodactylidae,27.4,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.29,0.5,no,NA
Pristurus schneideri,yes,Squamata,Sauria,Sphaerodactylidae,27.4,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.29,0.5,no,NA
Sphenomorphus tridigitus,yes,Squamata,Sauria,Scincidae,38.5,SVL,leg_reduced lizards,-4.207,2.472,-0.29,0.5,no,NA
Procellosaurinus erythrocercus,yes,Squamata,Sauria,Gymnophthalmidae,30.3,SVL,Legged Gymnophthalmidae,-5.178,3.302,-0.29,0.5,yes,Procellosaurinus erythrocercus
Lygodactylus howelli,yes,Squamata,Sauria,Gekkonidae,27.2,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.28,0.5,no,NA
Lerista occulta,yes,Squamata,Sauria,Scincidae,39.0,SVL,leg_reduced lizards,-4.207,2.472,-0.27,0.5,no,NA
Mediodactylus aspratilis,yes,Squamata,Sauria,Gekkonidae,27.4,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.27,0.5,no,NA
Lygodactylus grandisonae,yes,Squamata,Sauria,Gekkonidae,27.5,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.27,0.5,no,NA
Lygodactylus heterurus,yes,Squamata,Sauria,Gekkonidae,27.5,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.27,0.5,yes,Lygodactylus heterurus
Lygosoma ashwamedhi,yes,Squamata,Sauria,Scincidae,32.0,SVL,Legged Scincidae,-5.125,3.229,-0.26,0.5,no,NA
Menetia surda,yes,Squamata,Sauria,Scincidae,32.0,SVL,Legged Scincidae,-5.125,3.229,-0.26,0.5,no,NA
Proablepharus tenuis,yes,Squamata,Sauria,Scincidae,32.0,SVL,Legged Scincidae,-5.125,3.229,-0.26,0.5,no,NA
Sphenomorphus sananus,yes,Squamata,Sauria,Scincidae,32.0,SVL,Legged Scincidae,-5.125,3.229,-0.26,0.5,no,NA
Sphaerodactylus callocricus,yes,Squamata,Sauria,Sphaerodactylidae,28.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.26,0.5,no,NA
Sphaerodactylus dunni,yes,Squamata,Sauria,Sphaerodactylidae,28.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.26,0.5,no,NA
Sphaerodactylus levinsi,yes,Squamata,Sauria,Sphaerodactylidae,28.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.26,0.5,no,NA
Sphaerodactylus molei,yes,Squamata,Sauria,Sphaerodactylidae,28.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.26,0.5,yes,Sphaerodactylus molei
Parvoscincus tagapayo,yes,Squamata,Sauria,Scincidae,32.1,SVL,Legged Scincidae,-5.125,3.229,-0.26,0.5,yes,Sphenomorphus tagapayo
Lygodactylus ornatus,yes,Squamata,Sauria,Gekkonidae,27.7,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.26,0.6,no,NA
Lygisaurus malleolus,yes,Squamata,Sauria,Scincidae,32.2,SVL,Legged Scincidae,-5.125,3.229,-0.26,0.6,yes,Lygisaurus malleolus
Sphaerodactylus continentalis,yes,Squamata,Sauria,Sphaerodactylidae,28.2,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.25,0.6,no,NA
Lerista allochira,yes,Squamata,Sauria,Scincidae,40.0,SVL,leg_reduced lizards,-4.207,2.472,-0.25,0.6,yes,Lerista allochira
Lerista christinae,yes,Squamata,Sauria,Scincidae,40.0,SVL,leg_reduced lizards,-4.207,2.472,-0.25,0.6,yes,Lerista christinae
Lerista haroldi,yes,Squamata,Sauria,Scincidae,40.0,SVL,leg_reduced lizards,-4.207,2.472,-0.25,0.6,yes,Lerista haroldi
Cnemaspis menikay,yes,Squamata,Sauria,Gekkonidae,28.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.25,0.6,no,NA
Lygodactylus klemmeri,yes,Squamata,Sauria,Gekkonidae,28.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.25,0.6,no,NA
Tropiocolotes somalicus,yes,Squamata,Sauria,Gekkonidae,28.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.25,0.6,no,NA
Pseudogonatodes lunulatus,yes,Squamata,Sauria,Sphaerodactylidae,28.4,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.24,0.6,yes,Pseudogonatodes lunulatus
Scriptosaura catimbau,yes,Squamata,Sauria,Gymnophthalmidae,53.0,SVL,Limbless lizards,-4.207,2.300,-0.24,0.6,no,NA
Cryptactites peringueyi,yes,Squamata,Sauria,Gekkonidae,28.3,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.23,0.6,yes,Cryptactites peringueyi
Goggia essexi,yes,Squamata,Sauria,Gekkonidae,28.4,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.23,0.6,no,NA
Brookesia ramanantsoai,yes,Squamata,Sauria,Chamaeleonidae,25.5,SVL,Chamaeleonidae,-3.997,2.680,-0.23,0.6,no,NA
Lygodactylus wetzeli,yes,Squamata,Sauria,Gekkonidae,28.5,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.22,0.6,no,NA
Ablepharus grayanus,yes,Squamata,Sauria,Scincidae,33.0,SVL,Legged Scincidae,-5.125,3.229,-0.22,0.6,no,NA
Sphenomorphus alfredi,yes,Squamata,Sauria,Scincidae,33.0,SVL,Legged Scincidae,-5.125,3.229,-0.22,0.6,no,NA
Sphenomorphus anotus,yes,Squamata,Sauria,Scincidae,33.0,SVL,Legged Scincidae,-5.125,3.229,-0.22,0.6,no,NA
Sphenomorphus schlegeli,yes,Squamata,Sauria,Scincidae,33.0,SVL,Legged Scincidae,-5.125,3.229,-0.22,0.6,no,NA
Leptoseps osellai,yes,Squamata,Sauria,Scincidae,41.0,SVL,leg_reduced lizards,-4.207,2.472,-0.22,0.6,no,NA
Lerista maculosa,yes,Squamata,Sauria,Scincidae,41.0,SVL,leg_reduced lizards,-4.207,2.472,-0.22,0.6,no,NA
Lerista nevinae,yes,Squamata,Sauria,Scincidae,41.0,SVL,leg_reduced lizards,-4.207,2.472,-0.22,0.6,no,NA
Cnemaspis wicksi,yes,Squamata,Sauria,Gekkonidae,28.7,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.22,0.6,no,NA
Chatogekko amazonicus,yes,Squamata,Sauria,Sphaerodactylidae,29.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.22,0.6,yes,Coleodactylus amazonicus
Coleodactylus meridionalis,yes,Squamata,Sauria,Sphaerodactylidae,30.5,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.22,0.6,yes,Coleodactylus meridionalis
Lepidoblepharis peraccae,yes,Squamata,Sauria,Sphaerodactylidae,29.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.22,0.6,no,NA
Sphaerodactylus altavelensis,yes,Squamata,Sauria,Sphaerodactylidae,29.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.22,0.6,yes,Sphaerodactylus altavelensis
Sphaerodactylus argivus,yes,Squamata,Sauria,Sphaerodactylidae,29.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.22,0.6,no,NA
Sphaerodactylus darlingtoni,yes,Squamata,Sauria,Sphaerodactylidae,29.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.22,0.6,yes,Sphaerodactylus darlingtoni
Sphaerodactylus elegantulus,yes,Squamata,Sauria,Sphaerodactylidae,29.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.22,0.6,yes,Sphaerodactylus elegantulus
Sphaerodactylus fantasticus,yes,Squamata,Sauria,Sphaerodactylidae,29.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.22,0.6,yes,Sphaerodactylus fantasticus
Sphaerodactylus inaguae,yes,Squamata,Sauria,Sphaerodactylidae,29.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.22,0.6,no,NA
Sphaerodactylus kirbyi,yes,Squamata,Sauria,Sphaerodactylidae,29.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.22,0.6,yes,Sphaerodactylus kirbyi
Sphaerodactylus samanensis,yes,Squamata,Sauria,Sphaerodactylidae,29.0,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.22,0.6,no,NA
Sphaerodactylus leonardovaldesi,yes,Squamata,Sauria,Sphaerodactylidae,29.1,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.21,0.6,no,NA
Paracontias rothschildi,yes,Squamata,Sauria,Scincidae,55.0,SVL,Limbless lizards,-4.207,2.300,-0.20,0.6,yes,Paracontias rothschildi
Cnemaspis molligodai,yes,Squamata,Sauria,Gekkonidae,29.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.20,0.6,no,NA
Stenodactylus mauritanicus,yes,Squamata,Sauria,Gekkonidae,29.0,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.20,0.6,no,NA
Cnemaspis phuketensis,yes,Squamata,Sauria,Gekkonidae,29.1,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.20,0.6,no,NA
Lipinia nitens,yes,Squamata,Sauria,Scincidae,33.6,SVL,Legged Scincidae,-5.125,3.229,-0.20,0.6,no,NA
Lygosoma veunsaiensis,yes,Squamata,Sauria,Scincidae,33.6,SVL,Legged Scincidae,-5.125,3.229,-0.20,0.6,no,NA
Lerista vermicularis,yes,Squamata,Sauria,Scincidae,42.0,SVL,leg_reduced lizards,-4.207,2.472,-0.19,0.6,yes,Lerista vermicularis
Lygodactylus mirabilis,yes,Squamata,Sauria,Gekkonidae,29.3,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.19,0.6,yes,Lygodactylus mirabilis
Sphaerodactylus poindexteri,yes,Squamata,Sauria,Sphaerodactylidae,29.6,SVL,Sphaerodactylidae (Novosolov et al. 2013),-4.559,2.970,-0.19,0.6,no,NA
Tropiocolotes wolfgangboehmei,yes,Squamata,Sauria,Gekkonidae,29.4,SVL,Gekkonidae (Novosolov et al. 2013),-4.242,2.761,-0.19,0.6,no,NA
Brookesia exarmata,yes,Squamata,Sauria,Chamaeleonidae,26.5,SVL,Chamaeleonidae,-3.997,2.680,-0.18,0.7,yes,Brookesia exarmata
Geomyersia coggeri,yes,Squamata,Sauria,Scincidae,34.0,SVL,Legged Scincidae,-5.125,3.229,-0.18,0.7,no,NA
Lygisaurus sesbrauna,yes,Squamata,Sauria,Scincidae,34.0,SVL,Legged Scincidae,-5.125,3.229,-0.18,0.7,yes,Lygisaurus sesbrauna
Lygisaurus zuma,yes,Squamata,Sauria,Scincidae,34.0,SVL,Legged Scincidae,-5.125,3.229,-0.18,0.7,no,NA
Madascincus macrolepis,yes,Squamata,Sauria,Scincidae,34.0,SVL,Legged Scincidae,-5.125,3.229,-0.18,0.7,no,NA
Nannoscincus greeri,yes,Squamata,Sauria,Scincidae,34.0,SVL,Legged Scincidae,-5.125,3.229,-0.18,0.7,yes,Nannoscincus greeri
